Fiscal Year,Month Grouping,Month (abbv),Component,Demographic,Citizenship Grouping,Title of Authority,Encounter Type,Encounter Count
2023,FYTD,OCT,U.S. Border Patrol,Single Adults,Guatemala,Title 42,Expulsions,8026
2023,FYTD,OCT,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,373
2023,FYTD,OCT,U.S. Border Patrol,Single Adults,Honduras,Title 42,Expulsions,5726
2023,FYTD,OCT,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,439
2023,FYTD,OCT,U.S. Border Patrol,Single Adults,Mexico,Title 42,Expulsions,49109
2023,FYTD,OCT,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,2806
2023,FYTD,OCT,U.S. Border Patrol,Single Adults,Other,Title 42,Expulsions,7201
2023,FYTD,OCT,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,69925
2023,FYTD,OCT,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,1082
2023,FYTD,OCT,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,4416
2023,FYTD,OCT,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,2641
2023,FYTD,OCT,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,2185
2023,FYTD,OCT,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,1330
2023,Remaining,SEP,Office of Field Operations,Accompanied Minors,Honduras,Title 8,Inadmissibles,2
2023,Remaining,SEP,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,117
2023,Remaining,SEP,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,13
2023,Remaining,SEP,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,423
2023,Remaining,SEP,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,457
2023,Remaining,SEP,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,2012
2023,Remaining,SEP,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,7439
2023,Remaining,SEP,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,10457
2023,Remaining,SEP,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,489
2023,Remaining,SEP,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,378
2023,Remaining,SEP,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,1735
2023,Remaining,SEP,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,5685
2023,Remaining,SEP,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,21148
2023,Remaining,SEP,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,10
2023,Remaining,SEP,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,33
2023,Remaining,SEP,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,56
2023,Remaining,SEP,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,282
2023,Remaining,SEP,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,236
2023,Remaining,SEP,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,4543
2023,Remaining,SEP,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,23652
2023,Remaining,SEP,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,16226
2023,Remaining,SEP,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,15393
2023,Remaining,SEP,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,43213
2023,Remaining,SEP,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,1151
2023,Remaining,SEP,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,4790
2023,Remaining,SEP,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,4114
2023,Remaining,SEP,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,22221
2023,Remaining,SEP,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,70306
2023,Remaining,SEP,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,934
2023,Remaining,SEP,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,5227
2023,Remaining,SEP,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,3165
2023,Remaining,SEP,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,2159
2023,Remaining,SEP,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,1669
2024,Remaining,APR,Office of Field Operations,Accompanied Minors,Guatemala,Title 8,Inadmissibles,4
2024,Remaining,APR,Office of Field Operations,Accompanied Minors,Honduras,Title 8,Inadmissibles,1
2024,Remaining,APR,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,114
2024,Remaining,APR,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,20
2024,Remaining,APR,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,276
2024,Remaining,APR,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,317
2024,Remaining,APR,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,1398
2024,Remaining,APR,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,7669
2024,Remaining,APR,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,11766
2024,Remaining,APR,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,377
2024,Remaining,APR,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,403
2024,Remaining,APR,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,1135
2024,Remaining,APR,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,5646
2024,Remaining,APR,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,20832
2024,Remaining,APR,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,8
2024,Remaining,APR,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,27
2024,Remaining,APR,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,43
2024,Remaining,APR,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,270
2024,Remaining,APR,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,536
2024,Remaining,APR,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,1320
2024,Remaining,APR,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,2895
2024,Remaining,APR,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,2691
2024,Remaining,APR,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,15415
2024,Remaining,APR,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,17839
2024,Remaining,APR,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,1668
2024,Remaining,APR,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,6940
2024,Remaining,APR,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,3355
2024,Remaining,APR,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,27915
2024,Remaining,APR,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,41225
2024,Remaining,APR,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,667
2024,Remaining,APR,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,1785
2024,Remaining,APR,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,1582
2024,Remaining,APR,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,2570
2024,Remaining,APR,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,1028
2024,Remaining,AUG,Office of Field Operations,Accompanied Minors,Guatemala,Title 8,Inadmissibles,2
2024,Remaining,AUG,Office of Field Operations,Accompanied Minors,Honduras,Title 8,Inadmissibles,1
2024,Remaining,AUG,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,104
2024,Remaining,AUG,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,16
2024,Remaining,AUG,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,325
2024,Remaining,AUG,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,317
2024,Remaining,AUG,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,1367
2024,Remaining,AUG,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,5421
2024,Remaining,AUG,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,13043
2024,Remaining,AUG,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,346
2024,Remaining,AUG,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,334
2024,Remaining,AUG,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,1067
2024,Remaining,AUG,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,5009
2024,Remaining,AUG,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,21377
2024,Remaining,AUG,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,11
2024,Remaining,AUG,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,26
2024,Remaining,AUG,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,43
2024,Remaining,AUG,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,242
2024,Remaining,AUG,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,413
2024,Remaining,AUG,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,716
2024,Remaining,AUG,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,1677
2024,Remaining,AUG,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,1350
2024,Remaining,AUG,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,6275
2024,Remaining,AUG,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,5526
2024,Remaining,AUG,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,823
2024,Remaining,AUG,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,3096
2024,Remaining,AUG,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,1651
2024,Remaining,AUG,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,18278
2024,Remaining,AUG,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,12220
2024,Remaining,AUG,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,537
2024,Remaining,AUG,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,1647
2024,Remaining,AUG,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,1462
2024,Remaining,AUG,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,2246
2024,Remaining,AUG,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,505
2024,Remaining,DEC,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,121
2024,Remaining,DEC,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,19
2024,Remaining,DEC,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,291
2024,Remaining,DEC,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,316
2024,Remaining,DEC,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,960
2024,Remaining,DEC,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,7576
2024,Remaining,DEC,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,12648
2024,Remaining,DEC,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,276
2024,Remaining,DEC,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,300
2024,Remaining,DEC,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,943
2024,Remaining,DEC,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,4856
2024,Remaining,DEC,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,22929
2024,Remaining,DEC,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,11
2024,Remaining,DEC,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,42
2024,Remaining,DEC,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,53
2024,Remaining,DEC,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,248
2024,Remaining,DEC,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,652
2024,Remaining,DEC,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,3296
2024,Remaining,DEC,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,13866
2024,Remaining,DEC,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,10055
2024,Remaining,DEC,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,29709
2024,Remaining,DEC,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,44781
2024,Remaining,DEC,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,1781
2024,Remaining,DEC,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,16323
2024,Remaining,DEC,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,7018
2024,Remaining,DEC,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,23436
2024,Remaining,DEC,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,87019
2024,Remaining,DEC,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,741
2024,Remaining,DEC,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,4504
2024,Remaining,DEC,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,1920
2024,Remaining,DEC,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,3095
2024,Remaining,DEC,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,2196
2024,Remaining,FEB,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,98
2024,Remaining,FEB,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,23
2024,Remaining,FEB,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,213
2024,Remaining,FEB,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,273
2024,Remaining,FEB,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,1063
2024,Remaining,FEB,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,7398
2024,Remaining,FEB,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,10223
2024,Remaining,FEB,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,266
2024,Remaining,FEB,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,273
2024,Remaining,FEB,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,759
2024,Remaining,FEB,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,5320
2024,Remaining,FEB,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,22368
2024,Remaining,FEB,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,2
2024,Remaining,FEB,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,18
2024,Remaining,FEB,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,36
2024,Remaining,FEB,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,258
2024,Remaining,FEB,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,681
2024,Remaining,FEB,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,1757
2024,Remaining,FEB,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,5811
2024,Remaining,FEB,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,3355
2024,Remaining,FEB,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,19193
2024,Remaining,FEB,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,15856
2024,Remaining,FEB,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,1529
2024,Remaining,FEB,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,14297
2024,Remaining,FEB,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,3305
2024,Remaining,FEB,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,27810
2024,Remaining,FEB,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,38373
2024,Remaining,FEB,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,649
2024,Remaining,FEB,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,3114
2024,Remaining,FEB,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,1672
2024,Remaining,FEB,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,2917
2024,Remaining,FEB,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,1003
2024,Remaining,JAN,Office of Field Operations,Accompanied Minors,El Salvador,Title 8,Inadmissibles,1
2024,Remaining,JAN,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,127
2024,Remaining,JAN,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,22
2024,Remaining,JAN,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,182
2024,Remaining,JAN,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,342
2024,Remaining,JAN,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,949
2024,Remaining,JAN,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,7807
2024,Remaining,JAN,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,11258
2024,Remaining,JAN,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,214
2024,Remaining,JAN,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,320
2024,Remaining,JAN,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,891
2024,Remaining,JAN,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,5478
2024,Remaining,JAN,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,23359
2024,Remaining,JAN,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,2
2024,Remaining,JAN,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,27
2024,Remaining,JAN,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,44
2024,Remaining,JAN,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,233
2024,Remaining,JAN,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,724
2024,Remaining,JAN,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,1293
2024,Remaining,JAN,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,4908
2024,Remaining,JAN,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,2831
2024,Remaining,JAN,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,18973
2024,Remaining,JAN,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,11801
2024,Remaining,JAN,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,1183
2024,Remaining,JAN,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,12088
2024,Remaining,JAN,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,3103
2024,Remaining,JAN,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,24871
2024,Remaining,JAN,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,35681
2024,Remaining,JAN,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,487
2024,Remaining,JAN,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,2575
2024,Remaining,JAN,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,1085
2024,Remaining,JAN,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,2426
2024,Remaining,JAN,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,910
2024,Remaining,JUL,Office of Field Operations,Accompanied Minors,Honduras,Title 8,Inadmissibles,1
2024,Remaining,JUL,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,138
2024,Remaining,JUL,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,28
2024,Remaining,JUL,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,323
2024,Remaining,JUL,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,261
2024,Remaining,JUL,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,1289
2024,Remaining,JUL,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,5421
2024,Remaining,JUL,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,12142
2024,Remaining,JUL,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,418
2024,Remaining,JUL,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,364
2024,Remaining,JUL,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,1158
2024,Remaining,JUL,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,4923
2024,Remaining,JUL,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,20539
2024,Remaining,JUL,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,10
2024,Remaining,JUL,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,32
2024,Remaining,JUL,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,44
2024,Remaining,JUL,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,202
2024,Remaining,JUL,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,407
2024,Remaining,JUL,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,712
2024,Remaining,JUL,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,1948
2024,Remaining,JUL,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,1316
2024,Remaining,JUL,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,5706
2024,Remaining,JUL,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,6398
2024,Remaining,JUL,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,957
2024,Remaining,JUL,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,3275
2024,Remaining,JUL,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,1798
2024,Remaining,JUL,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,14848
2024,Remaining,JUL,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,13818
2024,Remaining,JUL,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,470
2024,Remaining,JUL,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,1569
2024,Remaining,JUL,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,1400
2024,Remaining,JUL,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,1661
2024,Remaining,JUL,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,524
2024,Remaining,JUN,Office of Field Operations,Accompanied Minors,Honduras,Title 8,Inadmissibles,3
2024,Remaining,JUN,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,92
2024,Remaining,JUN,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,20
2024,Remaining,JUN,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,278
2024,Remaining,JUN,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,326
2024,Remaining,JUN,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,1376
2024,Remaining,JUN,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,5316
2024,Remaining,JUN,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,11836
2024,Remaining,JUN,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,408
2024,Remaining,JUN,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,493
2024,Remaining,JUN,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,1093
2024,Remaining,JUN,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,4936
2024,Remaining,JUN,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,19940
2024,Remaining,JUN,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,13
2024,Remaining,JUN,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,31
2024,Remaining,JUN,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,42
2024,Remaining,JUN,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,205
2024,Remaining,JUN,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,475
2024,Remaining,JUN,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,1161
2024,Remaining,JUN,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,3098
2024,Remaining,JUN,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,2274
2024,Remaining,JUN,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,12475
2024,Remaining,JUN,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,8809
2024,Remaining,JUN,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,1286
2024,Remaining,JUN,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,5659
2024,Remaining,JUN,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,2587
2024,Remaining,JUN,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,17471
2024,Remaining,JUN,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,22050
2024,Remaining,JUN,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,593
2024,Remaining,JUN,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,1876
2024,Remaining,JUN,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,1516
2024,Remaining,JUN,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,2020
2024,Remaining,JUN,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,657
2024,Remaining,MAR,Office of Field Operations,Accompanied Minors,El Salvador,Title 8,Inadmissibles,1
2024,Remaining,MAR,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,138
2024,Remaining,MAR,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,21
2024,Remaining,MAR,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,291
2024,Remaining,MAR,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,320
2024,Remaining,MAR,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,1203
2024,Remaining,MAR,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,7621
2024,Remaining,MAR,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,11226
2024,Remaining,MAR,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,317
